Year,Month,Day,Hour,Temp         (Deg C),R Humidity      (%),B Pressure       (milli bar),W Direction       (Deg),Wind Spd      (m/s),PM10
2016,6,6,11,36.4,44.3,970.8239,45,0.03,101.25
2016,6,6,12,37.4,41.6,970.5573,19,0.17,109.25
2016,6,6,13,38.2,39,969.7575,4,0.72,109.75
2016,6,6,14,39.1,35.4,968.9577,25,1.36,107
2016,6,6,15,38.1,36,967.758,316,1.22,186
2016,6,6,16,39,33.4,966.9582,53,2.11,363.75
2016,6,6,17,42,15,966.1584,74,1.47,324.75
2016,6,6,18,40.9,18,965.8918,48,1,205.75
2016,6,6,19,40.3,23.4,966.1584,52,1.22,275.5
2016,6,6,20,38.2,26.1,966.6916,48,1.86,196.5
2016,6,6,21,38,26.2,967.4914,77,1.92,186.5
2016,6,6,22,35.3,21.3,968.2912,301,1.58,200.75
2016,6,6,23,34.4,19.1,968.8244,320,1.31,275.5
2016,6,6,24,31.9,23.2,968.5578,303,1,289
2016,6,7,1,41,27.5,968.0246,61,1.08,245.75
2016,6,7,2,41,27.3,967.4914,327,1.5,230.75
2016,6,7,3,41.1,25,967.4914,299,1.75,159
2016,6,7,4,42.3,23.6,966.9582,279,1.56,132
2016,6,7,5,42.2,23.5,966.6916,261,1.5,145.75
2016,6,7,6,39.2,31.6,966.9582,298,3.69,164
2016,6,7,7,35.1,40.2,967.2248,283,1.72,234
2016,6,7,8,35.5,39.4,968.2912,290,1.06,157.5
2016,6,7,9,34.1,42.2,968.2912,306,1.64,132.75
2016,6,7,10,33,48,969.4909,284,0.19,128.75
2016,6,7,11,31.2,59.1,969.4909,192,0.72,137.25
2016,6,7,12,30,61,969.2243,76,0.19,137
2016,6,7,13,30.1,57,968.5578,103,0.28,185
2016,6,7,14,29.3,62,967.2248,114,0.81,298.5
2016,6,7,15,28.2,65.3,965.8918,82,1.36,169.25
2016,6,7,16,27,61.3,964.5588,11,0.69,134
2016,6,7,17,28.2,58.4,963.4924,315,1.19,142
2016,6,7,18,28,58,963.2258,315,0.14,180.5
2016,6,7,19,30,55.3,963.4924,273,0.17,144.25
2016,6,7,20,32.1,48,964.0256,211,0.11,145
2016,6,7,21,33.2,44.5,964.8254,78,0.36,135.75
2016,6,7,22,35.1,35.1,965.6252,207,1.36,135.75
2016,6,7,23,37.2,30,966.425,202,1.61,131.75
2016,6,7,24,39,25.1,966.425,180,0.5,112
2016,6,8,1,40.2,24.2,966.425,132,0.69,104.25
2016,6,8,2,41.3,23.6,966.1584,174,0.86,87
2016,6,8,3,41.3,23.2,965.6252,204,0.78,75.75
2016,6,8,4,42,25,965.092,148,0.42,66.25
2016,6,8,5,41.1,25,965.092,191,1.22,55.5
2016,6,8,6,40,27.1,965.6252,180,0.78,48.5
2016,6,8,7,38.6,31,966.1584,210,1.36,50.75
2016,6,8,8,37,33.1,966.6916,213,1.22,54.25
2016,6,8,9,36.1,37.5,967.758,227,1.42,58.75
2016,6,8,10,35,41.2,968.2912,232,1.75,60.25
2016,6,8,11,34.3,44.3,968.2912,232,1.44,65.75
2016,6,8,12,34.6,45,968.0246,250,1.11,94.5
2016,6,8,13,34.2,47.2,967.758,251,0.14,105.25
2016,6,8,14,33.2,47.2,966.6916,291,0.53,83.25
2016,6,8,15,33.3,49.1,965.8918,326,0.67,70.5
2016,6,8,16,32.4,53,964.8254,16,0.17,78.75
2016,6,8,17,31.3,56.2,964.5588,45,0.28,98.75
2016,6,8,18,31.6,56.2,964.8254,45,0,161
2016,6,8,19,32.4,52.1,965.092,33,0.33,242.75
2016,6,8,20,34.2,45.1,965.6252,62,0.67,147
2016,6,8,21,35.2,41,966.425,92,0.69,104.5
2016,6,8,22,37,37.4,967.4914,72,0.67,139.25
2016,6,8,23,39.1,31.1,968.2912,81,0.58,149
2016,6,8,24,41.2,26.5,968.5578,123,0.81,94.5
2016,6,9,1,42.2,25.3,968.2912,134,0.69,97.5
2016,6,9,2,42.4,25.2,968.0246,138,0.72,113.75
2016,6,9,3,42.1,25.5,968.0246,150,0.81,108.5
2016,6,9,4,42,25.5,967.758,154,0.64,71
2016,6,9,5,42,24.2,967.758,162,0.69,93.75
2016,6,9,6,40.1,27,967.758,194,1.25,138.75
2016,6,9,7,39.1,28.1,968.2912,191,0.78,152.25
2016,6,9,8,38.3,30.1,968.9577,216,0.61,148
2016,6,9,9,38,32,970.0241,235,0.94,108
2016,6,9,10,37,34.1,970.8239,239,1.78,84.25
2016,6,9,11,36.2,35.4,968.2912,233,1.11,79
2016,6,9,12,35.5,37.3,968.0246,246,0.42,91.25
2016,6,9,13,35.4,37,967.758,250,0.78,103.5
2016,6,9,14,34.2,39.3,966.6916,278,0.75,109.75
2016,6,9,15,34.1,41.5,965.8918,240,1.36,116.75
2016,6,9,16,32.2,52.2,964.8254,214,0.44,141.25
2016,6,9,17,30.2,68.2,964.5588,193,0.36,111
2016,6,9,18,31.4,56,964.8254,167,1.08,96.5
2016,6,9,19,30.2,49.3,965.092,177,1.58,120.75
2016,6,9,20,32.1,49.2,967.4914,58,0.89,122
2016,6,9,21,35.4,39.3,968.0246,53,0.92,82.25
2016,6,9,22,37.2,33.1,968.5578,60,0.92,78.75
2016,6,9,23,39.3,28,969.4909,98,0.72,87
2016,6,9,24,41.3,23.2,970.5573,124,0.72,115
2016,6,10,1,42,20,969.2243,133,0.81,100.25
2016,6,10,2,43.4,19,968.9577,133,0.92,123
2016,6,10,3,43.3,17.2,968.5578,141,1.08,112
2016,6,10,4,44.1,18,968.0246,105,0.58,117.25
2016,6,10,5,43.2,19,967.4914,145,0.33,88
2016,6,10,6,42.2,20.2,968.0246,108,0.31,59.5
2016,6,10,7,39.5,21.4,968.5578,142,1.06,56
2016,6,10,8,36,30,969.4909,90,2.17,58.5
2016,6,10,9,35,32.1,970.5573,100,0.92,64.75
2016,6,10,10,35.4,31.1,970.8239,180,0.22,92
2016,6,10,11,33,38.4,971.0905,90,0,109.5
2016,6,10,12,33.2,40,971.0905,151,0.14,124.75
2016,6,10,13,34.1,37.2,970.2907,96,1,123.25
2016,6,10,14,33.5,39.5,969.4909,105,0.31,127
2016,6,10,15,32.6,42.1,968.2912,85,0.19,110.25
2016,6,10,16,32.3,40.3,967.2248,82,0.31,84.25
2016,6,10,17,33.2,39.5,966.425,99,1.11,71.75
2016,6,10,18,33.1,39.1,966.425,93,1.19,55.5
2016,6,10,19,35.3,36.1,966.6916,79,1.17,49
2016,6,10,20,37,31,967.4914,92,1.14,59.75
2016,6,10,21,39.2,28.2,968.5578,122,0.61,52
2016,6,10,22,41,26.2,969.2243,113,0.75,36.75
2016,6,10,23,41.2,24,969.7575,137,1.03,27
2016,6,10,24,32.8,23,970.0241,306,0.78,27.75
2016,6,11,1,43.3,20.1,970.0241,131,0.83,29.25
2016,6,11,2,43.1,21.3,969.4909,109,1.08,29.75
2016,6,11,3,44,21.3,969.2243,85,0.56,39.5
2016,6,11,4,44,19.1,968.9577,92,0.5,45
2016,6,11,5,43.1,20.2,968.5578,93,0.61,47
2016,6,11,6,42.3,21,968.8244,89,2.92,43.5
2016,6,11,7,35.1,34.5,969.2243,201,1.94,42
2016,6,11,8,37.2,30.3,970.2907,213,2.47,41
2016,6,11,9,33.5,45.1,971.3571,71,0.92,43.75
2016,6,11,10,32,47.3,972.1569,69,0.97,68.5
2016,6,11,11,34.1,42.1,972.1569,72,1,92.75
2016,6,11,12,33.5,42.6,971.8903,78,0.36,98.75
2016,6,11,13,33.5,40.6,971.0905,80,0.47,109.25
2016,6,11,14,33.5,39.4,969.7575,93,0.72,135
2016,6,11,15,33.5,40.3,968.8244,88,0.31,143.5
2016,6,11,16,33.1,43.1,967.4914,108,0.47,162.5
2016,6,11,17,33,44.3,966.425,130,0.83,170
2016,6,11,18,33.2,45.1,965.8918,131,0.78,152
2016,6,11,19,34,43.3,966.1584,120,0.97,95
2016,6,11,20,36.1,39,966.9582,87,0.72,82.75
2016,6,11,21,38.1,33.3,968.2912,96,0.78,84
2016,6,11,22,40.3,29.4,968.9577,106,1.06,103.75
2016,6,11,23,42,26.2,969.4909,122,1,65.5
2016,6,11,24,42.4,25.6,969.2243,119,1.03,67.5
2016,6,12,1,42,24.2,968.9577,117,0.61,70.25
2016,6,12,2,43.2,23,968.5578,108,0.67,101.5
2016,6,12,3,42.2,23.2,968.0246,115,0.64,101.75
2016,6,12,4,42.5,24.3,967.2248,100,0.36,95.5
2016,6,12,5,41.5,24,967.2248,131,0.36,87.25
2016,6,12,6,40.5,25.1,966.9582,146,0,88.25
2016,6,12,7,39.5,27,967.4914,122,2.36,96.75
2016,6,12,8,31.5,57.1,968.2912,191,1.72,93.5
2016,6,12,9,28.4,74.2,968.9577,238,0.22,99
2016,6,12,10,28.1,74.1,969.4909,261,0.06,120
2016,6,12,11,29.5,70,969.4909,128,0,150
2016,6,12,12,29.1,69,969.2243,54,0,160.25
2016,6,12,13,30.4,64.2,968.8244,62,0,164
2016,6,12,14,30,60,967.4914,74,0,164
2016,6,12,15,30.3,65.4,966.1584,90,0.28,198
2016,6,12,16,30.1,66,965.092,84,0.58,222
2016,6,12,17,31.3,52,964.0256,118,0.64,985
2016,6,12,18,31.1,51.3,963.4924,103,0.25,985
2016,6,12,19,33.5,46,963.4924,95,0.33,985
2016,6,12,20,35.3,41.6,964.0256,100,0.58,127
2016,6,12,21,37.1,36,965.092,111,0.89,114
2016,6,12,22,38.5,33.4,965.092,109,0.56,123
2016,6,12,23,40.2,29.2,966.1584,114,0.56,92
2016,6,12,24,41,25.2,966.1584,109,0.67,302.5
2016,6,13,1,42.3,24.5,965.6252,119,0.67,813.5
2016,6,13,2,42.5,24.5,965.3586,110,0.67,237.5
2016,6,13,3,42,24.6,965.092,111,0.83,53.75
2016,6,13,4,41.4,25.1,965.092,99,0.61,58.5
2016,6,13,5,40.3,27.2,965.092,100,0.42,72.25
2016,6,13,6,39.2,28.5,965.3586,95,0.08,95
2016,6,13,7,38.3,30.1,965.8918,87,0.33,106
2016,6,13,8,37.1,33.1,966.6916,76,0.5,102.25
2016,6,13,9,37.4,34.1,967.4914,86,0.44,109
2016,6,13,10,36.3,36.4,968.0246,123,0.47,148.25
2016,6,13,11,34.6,40.2,968.0246,151,0.33,189.5
2016,6,13,12,33.6,43.5,967.4914,168,0.11,210
2016,6,13,13,33,45.1,966.6916,63,0.14,246.25
2016,6,13,14,32.1,48,965.8918,12,0.31,314.5
2016,6,13,15,32.1,44.4,964.2922,130,0.56,389.75
2016,6,13,16,33.2,42.2,962.9592,120,0.72,469.5
2016,6,13,17,33.3,44.1,962.1594,130,0.64,559
2016,6,13,18,32.1,47.5,961.4929,129,0.31,319
2016,6,13,19,33.6,45.2,961.2263,86,0.64,485.5
2016,6,13,20,37,37.2,961.4929,80,0.78,774.5
2016,6,13,21,40,29.2,962.1594,127,0.97,143.25
2016,6,13,22,41.1,26.1,962.9592,136,0.89,140.25
2016,6,13,23,42.5,24.2,963.4924,131,0.86,130
2016,6,13,24,42,24.1,963.4924,116,0.28,128.5
2016,6,14,1,39.1,29.3,961.4929,130,0.75,111.25
2016,6,14,2,40.2,28.3,961.2263,77,0.81,98.5
2016,6,14,3,34.2,44,961.2263,126,1.22,95.5
2016,6,14,4,34.4,41.2,960.9597,153,1.67,101.75
2016,6,14,5,33.1,45.2,960.6931,189,0.25,109.5
2016,6,14,6,34,42,960.9597,153,0.44,122
2016,6,14,7,34,42.2,961.2263,137,0.11,146.25
2016,6,14,8,33.5,44.2,963.2258,79,0.47,175.25
2016,6,14,9,33,46.2,965.3586,357,0,186
2016,6,14,10,32.5,48.3,965.6252,258,0.08,207.5
2016,6,14,11,32.4,48.2,964.2922,281,0.56,209
2016,6,14,12,32.2,44,963.2258,116,0.5,252
2016,6,14,13,31,52.1,962.426,130,0.14,249.5
2016,6,14,14,31.6,51.1,961.2263,175,1.11,238.25
2016,6,14,15,31.5,51.1,959.8933,202,0.06,225.5
2016,6,14,16,31.2,52.4,960.6931,199,0.25,209.5
2016,6,14,17,33.3,47.3,961.6262,54,0.47,172
2016,6,14,18,36.4,39.1,962.1594,64,0.67,159.5
2016,6,14,19,38.1,34,960.9597,126,0.83,145
2016,6,14,20,39,31,960.9597,120,1,141
2016,6,14,21,40.4,30.1,959.8933,109,0.83,172.75
2016,6,14,22,40.1,29.1,960.9597,127,0.42,197.5
2016,6,14,23,39.2,30,961.8928,138,0.72,198
2016,6,14,24,40.5,28.3,961.8928,132,1.25,177.5
2016,6,15,1,38.1,33.1,961.4929,157,1.25,158.5
2016,6,15,2,36.1,37,961.4929,168,0.72,178.5
2016,6,15,3,36.1,36.2,964.0256,166,0.28,175
2016,6,15,4,35.2,41,963.2258,165,0,166.25
2016,6,15,5,34.3,42.2,965.3586,159,0.11,191.75
2016,6,15,6,34,43,964.0256,172,0.61,211.5
2016,6,15,7,34.2,46,963.759,156,1.75,209
2016,6,15,8,30,65.4,964.2922,72,1.81,207
2016,6,15,9,30,63.4,965.6252,90,0.25,217
2016,6,15,10,30.1,63,965.8918,78,0.03,247
2016,6,15,11,30.2,63.1,965.8918,188,0,269.5
2016,6,15,12,32.3,55.3,965.6252,145,0.36,252.75
2016,6,15,13,31.2,60.3,965.092,125,0,240
2016,6,15,14,32.5,53.1,964.2922,121,0,229.25
2016,6,15,15,34.5,46.3,963.4924,90,0.69,221
2016,6,15,16,36.1,41.5,962.426,105,0.19,210
2016,6,15,17,37.2,36.1,961.4929,127,0.08,200
2016,6,15,18,36.1,40.1,960.9597,127,0.11,188.25
2016,6,15,19,36.4,40.2,960.9597,122,0.22,192
2016,6,15,20,37.4,37.5,961.2263,151,0.53,209
2016,6,15,21,35.1,41.2,961.6262,204,0.61,240.75
2016,6,15,22,34.5,46,962.1594,235,0.5,271
2016,6,15,23,33.3,49.2,962.6926,230,0.56,282.5
2016,6,15,24,32.2,55.3,962.9592,226,0.64,245.5
